machine_id,block_id,rate
fb_01,B42891,830.802476
fb_01,B44010,1179.244646
fb_01,B45231,1411.987153
fb_01,B53160,864.347242
fb_01,B55424,812.781472
fb_01,B65573,1488.337326
fb_01,B68233,1423.413814
fb_01,B107189,772.716838
fb_01,B108060,905.982774
fb_01,B108124,1400.563922
fb_01,B108339,818.952046
fb_01,B109340,1731.753791
fb_01,B109517,1206.379535
fb_01,B109915,1587.27788
fb_01,B110288,1500.82014
fb_01,B110471,1307.147475
fb_01,B111410,1343.945447
fb_01,B111480,1895.663302
fb_01,B111867,2202.620667
fb_01,B112038,771.513698
fb_01,B112990,1222.081698
fb_01,B113324,1325.050626
fb_01,B114477,738.046359
fb_01,B114861,983.653757
fb_01,B117387,495.404698
fb_01,B120266,1144.453087
fb_01,B121154,3201.884134
fb_01,B121455,1656.79354
fb_01,B121928,1556.611375
fb_01,B123357,928.048758
fb_01,B124193,1881.488892
fb_01,B124453,1694.825451
fb_01,B124540,915.275826
fb_01,B126413,1157.329018
fb_01,B126492,757.797921
fb_01,B126589,1112.397676
fb_01,B126869,1312.301331
fb_01,B127158,1035.258582
fb_01,B129183,1732.850386
fb_01,B145584,925.879467
fb_02,B42891,830.802476
fb_02,B44010,1179.244646
fb_02,B45231,1411.987153
fb_02,B53160,864.347242
fb_02,B55424,812.781472
fb_02,B65573,1488.337326
fb_02,B68233,1423.413814
fb_02,B107189,772.716838
fb_02,B108060,905.982774
fb_02,B108124,1400.563922
fb_02,B108339,818.952046
fb_02,B109340,1731.753791
fb_02,B109517,1206.379535
fb_02,B109915,1587.27788
fb_02,B110288,1500.82014
fb_02,B110471,1307.147475
fb_02,B111410,1343.945447
fb_02,B111480,1895.663302
fb_02,B111867,2202.620667
fb_02,B112038,771.513698
fb_02,B112990,1222.081698
fb_02,B113324,1325.050626
fb_02,B114477,738.046359
fb_02,B114861,983.653757
fb_02,B117387,495.404698
fb_02,B120266,1144.453087
fb_02,B121154,3201.884134
fb_02,B121455,1656.79354
fb_02,B121928,1556.611375
fb_02,B123357,928.048758
fb_02,B124193,1881.488892
fb_02,B124453,1694.825451
fb_02,B124540,915.275826
fb_02,B126413,1157.329018
fb_02,B126492,757.797921
fb_02,B126589,1112.397676
fb_02,B126869,1312.301331
fb_02,B127158,1035.258582
fb_02,B129183,1732.850386
fb_02,B145584,925.879467
fb_03,B42891,830.802476
fb_03,B44010,1179.244646
fb_03,B45231,1411.987153
fb_03,B53160,864.347242
fb_03,B55424,812.781472
fb_03,B65573,1488.337326
fb_03,B68233,1423.413814
fb_03,B107189,772.716838
fb_03,B108060,905.982774
fb_03,B108124,1400.563922
fb_03,B108339,818.952046
fb_03,B109340,1731.753791
fb_03,B109517,1206.379535
fb_03,B109915,1587.27788
fb_03,B110288,1500.82014
fb_03,B110471,1307.147475
fb_03,B111410,1343.945447
fb_03,B111480,1895.663302
fb_03,B111867,2202.620667
fb_03,B112038,771.513698
fb_03,B112990,1222.081698
fb_03,B113324,1325.050626
fb_03,B114477,738.046359
fb_03,B114861,983.653757
fb_03,B117387,495.404698
fb_03,B120266,1144.453087
fb_03,B121154,3201.884134
fb_03,B121455,1656.79354
fb_03,B121928,1556.611375
fb_03,B123357,928.048758
fb_03,B124193,1881.488892
fb_03,B124453,1694.825451
fb_03,B124540,915.275826
fb_03,B126413,1157.329018
fb_03,B126492,757.797921
fb_03,B126589,1112.397676
fb_03,B126869,1312.301331
fb_03,B127158,1035.258582
fb_03,B129183,1732.850386
fb_03,B145584,925.879467
fb_04,B42891,830.802476
fb_04,B44010,1179.244646
fb_04,B45231,1411.987153
fb_04,B53160,864.347242
fb_04,B55424,812.781472
