machine_id,block_id,rate
fb_01,B42891,830.802476
fb_01,B44010,1179.244646
fb_01,B45231,1411.987153
fb_01,B53160,864.347242
fb_01,B55424,812.781472
fb_01,B65573,1488.337326
fb_02,B42891,830.802476
fb_02,B44010,1179.244646
fb_02,B45231,1411.987153
fb_02,B53160,864.347242
fb_02,B55424,812.781472
fb_02,B65573,1488.337326
sk_01,B42891,697.777199
sk_01,B44010,655.459887
sk_01,B45231,983.72514
sk_01,B53160,812.749747
sk_01,B55424,530.40127
sk_01,B65573,728.754081
sk_02,B42891,697.777199
sk_02,B44010,655.459887
sk_02,B45231,983.72514
sk_02,B53160,812.749747
sk_02,B55424,530.40127
sk_02,B65573,728.754081
pr_01,B42891,448.475527
pr_01,B44010,626.728666
pr_01,B45231,697.352781
pr_01,B53160,455.27874
pr_01,B55424,424.478638
pr_01,B65573,927.649899
ld_01,B42891,658.0
ld_01,B44010,658.0
ld_01,B45231,658.0
ld_01,B53160,658.0
ld_01,B55424,658.0
ld_01,B65573,658.0
