machine_id,block_id,rate
fb_01,B74735,389.585966
fb_01,B76319,188.631449
fb_01,B76352,193.190788
fb_01,B77252,97.136203
fb_01,B77300,477.994004
fb_01,B77363,1213.933569
fb_01,B77651,333.65485
fb_01,B77718,3.97143
fb_01,B78567,556.852568
fb_01,B78910,957.521461
fb_01,B79027,606.34723
fb_01,B80395,473.280706
fb_01,B81779,348.66121
fb_01,B81877,594.805755
fb_01,B82792,712.495918
fb_01,B83275,418.787671
fb_01,B83630,367.002762
fb_01,B84093,1032.997776
fb_01,B86553,624.206107
fb_01,B86575,1252.958922
fb_01,B86857,551.791792
fb_01,B86909,469.964488
fb_01,B88406,405.641563
fb_01,B88642,3037.46361
fb_01,B88901,665.15758
fb_01,B91173,1033.199983
fb_01,B91223,271.326271
fb_01,B91247,677.044611
fb_01,B91454,1.0
fb_01,B91777,1.0
fb_01,B92367,88.362817
fb_01,B92731,1445.674134
fb_01,B92912,399.678613
fb_01,B92962,1218.872504
fb_01,B94657,492.757173
fb_01,B95247,799.230581
fb_01,B95834,730.922793
fb_01,B96294,909.383988
fb_01,B98430,946.925094
fb_01,B98643,1128.618272
fb_02,B74735,389.585966
fb_02,B76319,188.631449
fb_02,B76352,193.190788
fb_02,B77252,97.136203
fb_02,B77300,477.994004
fb_02,B77363,1213.933569
fb_02,B77651,333.65485
fb_02,B77718,3.97143
fb_02,B78567,556.852568
fb_02,B78910,957.521461
fb_02,B79027,606.34723
fb_02,B80395,473.280706
fb_02,B81779,348.66121
fb_02,B81877,594.805755
fb_02,B82792,712.495918
fb_02,B83275,418.787671
fb_02,B83630,367.002762
fb_02,B84093,1032.997776
fb_02,B86553,624.206107
fb_02,B86575,1252.958922
fb_02,B86857,551.791792
fb_02,B86909,469.964488
fb_02,B88406,405.641563
fb_02,B88642,3037.46361
fb_02,B88901,665.15758
fb_02,B91173,1033.199983
fb_02,B91223,271.326271
fb_02,B91247,677.044611
fb_02,B91454,1.0
fb_02,B91777,1.0
fb_02,B92367,88.362817
fb_02,B92731,1445.674134
fb_02,B92912,399.678613
fb_02,B92962,1218.872504
fb_02,B94657,492.757173
fb_02,B95247,799.230581
fb_02,B95834,730.922793
fb_02,B96294,909.383988
fb_02,B98430,946.925094
fb_02,B98643,1128.618272
fb_03,B74735,389.585966
fb_03,B76319,188.631449
fb_03,B76352,193.190788
fb_03,B77252,97.136203
fb_03,B77300,477.994004
fb_03,B77363,1213.933569
fb_03,B77651,333.65485
fb_03,B77718,3.97143
fb_03,B78567,556.852568
fb_03,B78910,957.521461
fb_03,B79027,606.34723
fb_03,B80395,473.280706
fb_03,B81779,348.66121
fb_03,B81877,594.805755
fb_03,B82792,712.495918
fb_03,B83275,418.787671
fb_03,B83630,367.002762
fb_03,B84093,1032.997776
fb_03,B86553,624.206107
fb_03,B86575,1252.958922
fb_03,B86857,551.791792
fb_03,B86909,469.964488
fb_03,B88406,405.641563
fb_03,B88642,3037.46361
fb_03,B88901,665.15758
fb_03,B91173,1033.199983
fb_03,B91223,271.326271
fb_03,B91247,677.044611
fb_03,B91454,1.0
fb_03,B91777,1.0
fb_03,B92367,88.362817
fb_03,B92731,1445.674134
fb_03,B92912,399.678613
fb_03,B92962,1218.872504
fb_03,B94657,492.757173
fb_03,B95247,799.230581
fb_03,B95834,730.922793
fb_03,B96294,909.383988
fb_03,B98430,946.925094
fb_03,B98643,1128.618272
fb_04,B74735,389.585966
fb_04,B76319,188.631449
fb_04,B76352,193.190788
fb_04,B77252,97.136203
fb_04,B77300,477.994004
fb_04,B77363,1213.933569
fb_04,B77651,333.65485
