machine_id,block_id,rate
fb_01,B74735,389.585966
fb_01,B76319,188.631449
fb_01,B76352,193.190788
fb_01,B77252,97.136203
fb_01,B77300,543.858964
fb_01,B77363,1279.798529
fb_01,B77651,399.51981
fb_01,B77718,69.83639
fb_01,B78567,556.852568
fb_01,B78910,1023.38642
fb_01,B79027,606.34723
fb_01,B80395,473.280706
fb_01,B81779,414.52617
fb_01,B81877,660.670715
fb_01,B82792,778.360878
fb_01,B83275,484.652631
fb_01,B83630,367.002762
fb_01,B84093,1098.862736
fb_02,B74735,389.585966
fb_02,B76319,188.631449
fb_02,B76352,193.190788
fb_02,B77252,97.136203
fb_02,B77300,543.858964
fb_02,B77363,1279.798529
fb_02,B77651,399.51981
fb_02,B77718,69.83639
fb_02,B78567,556.852568
fb_02,B78910,1023.38642
fb_02,B79027,606.34723
fb_02,B80395,473.280706
fb_02,B81779,414.52617
fb_02,B81877,660.670715
fb_02,B82792,778.360878
fb_02,B83275,484.652631
fb_02,B83630,367.002762
fb_02,B84093,1098.862736
fb_03,B74735,389.585966
fb_03,B76319,188.631449
fb_03,B76352,193.190788
fb_03,B77252,97.136203
fb_03,B77300,543.858964
fb_03,B77363,1279.798529
fb_03,B77651,399.51981
fb_03,B77718,69.83639
fb_03,B78567,556.852568
fb_03,B78910,1023.38642
fb_03,B79027,606.34723
fb_03,B80395,473.280706
fb_03,B81779,414.52617
fb_03,B81877,660.670715
fb_03,B82792,778.360878
fb_03,B83275,484.652631
fb_03,B83630,367.002762
fb_03,B84093,1098.862736
sk_01,B74735,813.569005
sk_01,B76319,526.26987
sk_01,B76352,527.50405
sk_01,B77252,710.126619
sk_01,B77300,1130.354574
sk_01,B77363,621.729133
sk_01,B77651,613.894314
sk_01,B77718,431.280297
sk_01,B78567,562.976635
sk_01,B78910,538.217871
sk_01,B79027,630.263777
sk_01,B80395,493.008958
sk_01,B81779,588.790043
sk_01,B81877,610.413285
sk_01,B82792,531.337106
sk_01,B83275,500.055666
sk_01,B83630,482.224921
sk_01,B84093,512.651488
sk_02,B74735,813.569005
sk_02,B76319,526.26987
sk_02,B76352,527.50405
sk_02,B77252,710.126619
sk_02,B77300,1130.354574
sk_02,B77363,621.729133
sk_02,B77651,613.894314
sk_02,B77718,431.280297
sk_02,B78567,562.976635
sk_02,B78910,538.217871
sk_02,B79027,630.263777
sk_02,B80395,493.008958
sk_02,B81779,588.790043
sk_02,B81877,610.413285
sk_02,B82792,531.337106
sk_02,B83275,500.055666
sk_02,B83630,482.224921
sk_02,B84093,512.651488
sk_03,B74735,813.569005
sk_03,B76319,526.26987
sk_03,B76352,527.50405
sk_03,B77252,710.126619
sk_03,B77300,1130.354574
sk_03,B77363,621.729133
sk_03,B77651,613.894314
sk_03,B77718,431.280297
sk_03,B78567,562.976635
sk_03,B78910,538.217871
sk_03,B79027,630.263777
sk_03,B80395,493.008958
sk_03,B81779,588.790043
sk_03,B81877,610.413285
sk_03,B82792,531.337106
sk_03,B83275,500.055666
sk_03,B83630,482.224921
sk_03,B84093,512.651488
pr_01,B74735,422.489891
pr_01,B76319,310.944969
pr_01,B76352,324.001639
pr_01,B77252,258.722148
pr_01,B77300,494.585528
pr_01,B77363,704.378343
pr_01,B77651,341.044411
pr_01,B77718,305.257622
pr_01,B78567,506.469269
pr_01,B78910,557.422252
pr_01,B79027,563.003832
pr_01,B80395,367.549735
pr_01,B81779,283.365733
pr_01,B81877,478.822052
pr_01,B82792,391.593351
pr_01,B83275,382.49561
pr_01,B83630,382.49561
pr_01,B84093,660.592208
pr_02,B74735,422.489891
pr_02,B76319,310.944969
